chr,start,end,width,n_probes,effect_M,se,z,p_pointwise,theta,probe_start,probe_end,p_fwer_within,p_fwer_naive,stability,effect_450K,se_450K,effect_EPIC,se_EPIC,sign_concordant
22,17082770,17082787,18,3,-0.08336146962737292,0.024059552575472053,-3.464797168022039,0.0005306315258477493,-0.015811757029906132,415097,415099,0.9950248756218906,1.0,0.48,-0.09596732621111313,0.032055756849256246,-0.04143493087741293,0.034701143376677894,True
5,140346280,140346309,30,3,-0.08465690325432991,0.023811058652023237,-3.5553607460933523,0.00037746082552328616,-0.013426277546424694,127099,127101,0.9950248756218906,1.0,0.0,-0.11638911027602446,0.03000359187130595,0.11836530461545751,0.037042281062752126,False
20,55841888,55841906,19,5,-0.0620387831798877,0.017575724393877622,-3.5297995001274867,0.00041587470123348696,-0.008369520276514955,408737,408741,0.9950248756218906,1.0,0.0,-0.08308879369201391,0.021988426280718013,0.021550616476882948,0.030954259201584695,False
5,1445542,1445567,26,4,-0.06666366417502832,0.0197264546586399,-3.379404222837914,0.0007264311371634818,-0.0014377823903375271,113976,113979,0.9950248756218906,1.0,0.0,-0.10150803043607323,0.02586534143760589,0.020075185164187957,0.03140421407148395,False
3,121264923,121264942,20,3,0.056328189228429415,0.016412132110504758,3.4321067396463354,0.0005989117871954545,0.028002046300444304,84584,84586,0.9950248756218906,1.0,0.14,0.06855671410224747,0.02190674539633327,0.004633869138488679,0.030134160904751697,True
6,28864168,28864186,19,3,0.056706483147182095,0.01681610419954311,3.372153411651838,0.0007458289193294966,0.011778668943864201,140035,140037,0.9950248756218906,1.0,0.0,0.08060298081151533,0.021595969307884322,0.02705756215863479,0.03146197375660021,True
19,13227118,13227228,111,3,0.05569346980471695,0.016212454327630212,3.435227552795685,0.0005920564543826893,0.017172246015782874,386108,386110,0.9950248756218906,1.0,0.0,0.06877339141781788,0.02072515364727105,0.09943192221325983,0.030313595157515024,True
6,31698218,31698226,9,3,-0.07635885952671298,0.022337568473125752,-3.418405168789076,0.0006298926345551634,0.0006550057958695673,145092,145094,0.9950248756218906,1.0,0.0,-0.08279003413785949,0.02539022077175569,-0.062439094531279896,0.049862062093795845,True
1,26372718,26372895,178,3,-0.05970835653853312,0.017789882398420016,-3.3563097945962834,0.0007899003354150526,-0.007476105016559774,10587,10589,0.9950248756218906,1.0,0.0,-0.08022745448992297,0.022949513623695964,0.01261857121433414,0.033532927320826536,False
16,15489542,15489614,73,3,-0.07813517935328458,0.026895616412491944,-2.905126923099405,0.003671042019414684,-0.014234034285852515,333096,333098,1.0,1.0,0.0,-0.1024531387037698,0.03473718637229169,-0.07564438962303685,0.03962693636543395,True
1,7765245,7765369,125,3,-0.05053874020621984,0.021823170155704192,-2.315829453082915,0.020567582411151815,0.008865893700035675,5006,5008,1.0,1.0,0.0,-0.0784373692594983,0.02992481885951092,-0.008274471686397989,0.029665888359471242,True
15,30114474,30114816,343,4,-0.0656105227495027,0.024016452051359227,-2.7318990585784477,0.006297043046059386,-0.023354139200279633,314689,314692,1.0,1.0,0.04,-0.05358920894757584,0.03139969876250924,-0.021016519469542565,0.04394281939765025,True
20,21378045,21378074,30,3,-0.07324565919811465,0.03113269964381031,-2.352692186547243,0.018638055552826178,-0.006629881121430186,404014,404016,1.0,1.0,0.0,-0.09989413665526561,0.035796288452781176,-0.023899623230944734,0.06428397947415328,True
16,1014818,1014975,158,3,0.06518863400047252,0.02768136543489592,2.354964539368201,0.018524473364418297,0.006621932895433489,328264,328266,1.0,1.0,0.0,0.028320053450840012,0.03493867675842628,0.04367350099492769,0.04448277967505842,True
20,42142947,42143015,69,3,0.05936866291726802,0.023770650799960765,2.4975615273169556,0.01250507622532275,-7.540191184509456e-06,406763,406765,1.0,1.0,0.0,0.06218089761533923,0.03056748979836135,0.062042879903936574,0.04475061824056718,True
2,14772731,14772963,233,3,-0.055920298772278526,0.028102147446518757,-1.9898941487906054,0.046602597065433994,-0.024721296283706378,44081,44083,1.0,1.0,0.02,-0.0169989871798692,0.031978761249124556,0.052748016060719126,0.04386763311809324,False
16,23313240,23313392,153,3,-0.054971336263344855,0.026950235126639785,-2.039734941273546,0.04137673276625537,-0.02344993764996958,334111,334113,1.0,1.0,0.0,-0.0786522983388604,0.03592847263220175,-0.09527393950527213,0.03757690683278333,True
18,77545028,77545223,196,3,-0.053318029875453636,0.022321252368314313,-2.3886665943144023,0.016909639948549063,0.006758592890068511,377996,377998,1.0,1.0,0.0,-0.052036539439728545,0.028299196397096247,-0.05140912491950894,0.042224014087377366,True
21,34442350,34442377,28,3,-0.062044989742101,0.026671614445626463,-2.3262554979035013,0.02000492457301419,0.00033748287971758806,412053,412055,1.0,1.0,0.0,-0.07258051291618435,0.03607280668430545,-0.018711495220311566,0.033496054162115395,True
2,8816608,8816922,315,3,-0.06004391733468576,0.019449997902206608,-3.0870911984969296,0.002021255745304444,-0.0055753187162325265,43115,43117,1.0,1.0,0.0,-0.05260254990667844,0.023665865838676355,0.004103487133368259,0.03684676378904893,False
15,27112287,27112430,144,3,-0.09588243807483304,0.037767611077187645,-2.5387477613787404,0.011124999964319185,-0.0041243217645311175,314234,314236,1.0,1.0,0.0,-0.10212237339126615,0.034857193072350294,-0.09100517837525118,0.11683788581508397,True
14,105993308,105993747,440,4,-0.06386585941213087,0.020074754512882296,-3.1814017636503156,0.0014656421967957545,-0.004422695455450921,312871,312874,1.0,1.0,0.0,-0.10513930033440723,0.026062816537042975,0.04926440433702801,0.034239823190652455,False
21,42218932,42219139,208,3,-0.06801464606419048,0.02711589381983606,-2.5082944532861315,0.012131552642345035,0.006317625389168962,413026,413028,1.0,1.0,0.0,-0.08403979310816279,0.03462294450506335,-0.016203754659554082,0.04413191981610757,True
21,45713607,45713719,113,3,0.05931348954970054,0.020376214850356927,2.9109179494473945,0.0036036863795657105,0.0027155870457217803,414003,414005,1.0,1.0,0.12,0.08531738718330827,0.02578746327120789,-0.07104942918222887,0.035315743768066066,False
14,50319751,50319892,142,3,0.05129093875227979,0.01634324131661661,3.1383577932078213,0.00169897352207218,0.02902503452801483,302579,302581,1.0,1.0,0.06,0.05635196891083337,0.020266818423601677,0.07138891081435793,0.03626865411558977,True
14,29235984,29236017,34,4,-0.05824270074681481,0.02056275244161478,-2.8324369955912894,0.00461946687761856,-0.01103429279604967,301199,301202,1.0,1.0,0.0,-0.0414706257876371,0.023858079432016996,-0.047060338798295374,0.04479210200881438,True
2,63279693,63280376,684,3,-0.05180934917911737,0.01672379032823074,-3.0979429998987817,0.001948689052850199,-0.005048272149819938,49817,49819,1.0,1.0,0.0,-0.05552576056882212,0.021292125849651032,-0.02658237182802351,0.03229075662141976,True
22,24890794,24890833,40,6,-0.056395621819997965,0.019005822630054497,-2.967281286252657,0.003004459539120508,-0.019025628403327537,416966,416971,1.0,1.0,0.04,-0.039742513612704644,0.025706617875857724,-0.013406423838258777,0.027990601948257754,True
13,33113060,33113178,119,3,0.05899339888094944,0.019711371227799777,2.99286123726129,0.002763753775415964,0.021564662874633482,290690,290692,1.0,1.0,0.08,0.10150255606579421,0.024355277320266367,-0.06194507189878187,0.03348744836591168,False
22,38851318,38851354,37,4,-0.05003705063081286,0.017198441787213897,-2.9093944236281146,0.0036212967401835997,-0.0002457998241572897,419434,419437,1.0,1.0,0.0,-0.08450095373726699,0.02242496230061086,0.039781658823272906,0.030248632699733376,False
2,108994366,108994528,163,3,-0.061378039199885596,0.01970561505734967,-3.114748716102278,0.0018410167380390695,-0.0029782455603134133,55548,55550,1.0,1.0,0.0,-0.04277605943069414,0.025205948803799737,-0.05445407563213163,0.03687587247791327,True
22,40289538,40289840,303,3,0.05328588588381048,0.018604999771660365,2.864062700230557,0.004182452133945245,0.027412995353033775,419942,419944,1.0,1.0,0.12,0.07058914522763163,0.024805700296375795,-0.0002780267873225842,0.03471716100506487,False
1,3704460,3704559,100,3,0.060026447476475994,0.021661224176513894,2.7711475116701605,0.005585911487687794,0.009200113003772301,3728,3730,1.0,1.0,0.0,0.035179097443072516,0.027807066446788337,0.08203958356424895,0.03554098867764589,True
16,54320670,54320674,5,3,-0.05710786263050049,0.026680301638126232,-2.140450411883394,0.03231838419767854,-0.004694781804694899,337872,337874,1.0,1.0,0.0,-0.04406963601160774,0.035567939476111206,-0.036597344141001895,0.042159161031405254,True
16,62070164,62070219,56,3,-0.050644532045848636,0.031793479048372895,-1.5929219941232096,0.11117769156349856,-0.013492507212262257,339097,339099,1.0,1.0,0.0,-0.03455805083306485,0.0345326582155646,-0.05477519204958224,0.07547982090838155,True
20,13200931,13200992,62,9,-0.05032888983878012,0.01755253222990385,-2.86732929354979,0.004139520540316249,-0.010934808720114967,403361,403369,1.0,1.0,0.0,-0.09230126516978285,0.02196228918191023,0.04960582976723192,0.03062654012961166,False
18,76740088,76740093,6,3,-0.07192999785374078,0.02526603281933424,-2.846905106475522,0.004414651971692356,0.00019979194783016236,377618,377620,1.0,1.0,0.0,-0.05211786431563947,0.032896658286099695,-0.08707499638454383,0.042715137592014826,True
18,74961966,74962133,168,3,-0.0647423381015198,0.032486463836438405,-1.9929019799594696,0.04627218148526276,-0.0068230445474278915,377382,377384,1.0,1.0,0.0,-0.08316678946843571,0.04343103350611134,0.05305306586960948,0.03868764081343951,False
18,59992350,59992387,38,3,-0.05606278441562215,0.017116601901380007,-3.2753454651008824,0.001055328342433449,-0.021541066814428973,376595,376597,1.0,1.0,0.0,-0.04393008810609659,0.023134460864485746,-0.05041171307086551,0.029701363055372958,True
19,15580310,15580445,136,4,-0.09067645840079018,0.032454743924569644,-2.7939354139270893,0.005207087720504096,0.009117768870352445,387078,387081,1.0,1.0,0.0,-0.11924839821921623,0.04127901011698213,0.15716153008610098,0.05179075625919647,False
18,28622811,28622876,66,3,-0.07693521187203922,0.024864062131939212,-3.0942334146282495,0.0019732217753603474,-0.026090945161416326,374693,374695,1.0,1.0,0.04,-0.04859680753326181,0.030293150415559165,-0.051517605139146466,0.0468370576668924,True
18,13641735,13641894,160,3,-0.05077342246322128,0.01831610161296429,-2.7720649042088423,0.005570192901516578,-0.0024176587215281172,373967,373969,1.0,1.0,0.02,-0.04494594472624311,0.02337920154538442,-0.029577305573865963,0.03746657995700385,True
